period,section,category,sub_category_1,sub_category_2,metric,value
2020-H1,Account / Content Violations,Country,Cayman Islands,Threatening / Violence / Harm,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Central African Republic,Harassment and Bullying,content_reports,1
2020-H1,Account / Content Violations,Country,Central African Republic,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,Central African Republic,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Central African Republic,Hate Speech,content_reports,1
2020-H1,Account / Content Violations,Country,Central African Republic,Hate Speech,content_enforced,1
2020-H1,Account / Content Violations,Country,Central African Republic,Hate Speech,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Central African Republic,Impersonation,content_reports,6
2020-H1,Account / Content Violations,Country,Central African Republic,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Central African Republic,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Central African Republic,Sexually Explicit Content,content_reports,4
2020-H1,Account / Content Violations,Country,Central African Republic,Sexually Explicit Content,content_enforced,0
2020-H1,Account / Content Violations,Country,Central African Republic,Sexually Explicit Content,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Chad,Harassment and Bullying,content_reports,7
2020-H1,Account / Content Violations,Country,Chad,Harassment and Bullying,content_enforced,2
2020-H1,Account / Content Violations,Country,Chad,Harassment and Bullying,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Chad,Impersonation,content_reports,42
2020-H1,Account / Content Violations,Country,Chad,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Chad,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Chad,Regulated Goods,content_reports,8
2020-H1,Account / Content Violations,Country,Chad,Regulated Goods,content_enforced,3
2020-H1,Account / Content Violations,Country,Chad,Regulated Goods,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Chad,Sexually Explicit Content,content_reports,81
2020-H1,Account / Content Violations,Country,Chad,Sexually Explicit Content,content_enforced,21
2020-H1,Account / Content Violations,Country,Chad,Sexually Explicit Content,unique_accounts_enforced,12
2020-H1,Account / Content Violations,Country,Chad,Spam,content_reports,11
2020-H1,Account / Content Violations,Country,Chad,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Chad,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Chad,Threatening / Violence / Harm,content_reports,13
2020-H1,Account / Content Violations,Country,Chad,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,Chad,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Chile,Harassment and Bullying,content_reports,72
2020-H1,Account / Content Violations,Country,Chile,Harassment and Bullying,content_enforced,11
2020-H1,Account / Content Violations,Country,Chile,Harassment and Bullying,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Chile,Hate Speech,content_reports,15
2020-H1,Account / Content Violations,Country,Chile,Hate Speech,content_enforced,4
2020-H1,Account / Content Violations,Country,Chile,Hate Speech,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Chile,Impersonation,content_reports,513
2020-H1,Account / Content Violations,Country,Chile,Impersonation,content_enforced,9
2020-H1,Account / Content Violations,Country,Chile,Impersonation,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Chile,Regulated Goods,content_reports,71
2020-H1,Account / Content Violations,Country,Chile,Regulated Goods,content_enforced,30
2020-H1,Account / Content Violations,Country,Chile,Regulated Goods,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Chile,Sexually Explicit Content,content_reports,2974
2020-H1,Account / Content Violations,Country,Chile,Sexually Explicit Content,content_enforced,936
2020-H1,Account / Content Violations,Country,Chile,Sexually Explicit Content,unique_accounts_enforced,431
2020-H1,Account / Content Violations,Country,Chile,Spam,content_reports,99
2020-H1,Account / Content Violations,Country,Chile,Spam,content_enforced,57
2020-H1,Account / Content Violations,Country,Chile,Spam,unique_accounts_enforced,25
2020-H1,Account / Content Violations,Country,Chile,Threatening / Violence / Harm,content_reports,86
2020-H1,Account / Content Violations,Country,Chile,Threatening / Violence / Harm,content_enforced,13
2020-H1,Account / Content Violations,Country,Chile,Threatening / Violence / Harm,unique_accounts_enforced,13
2020-H1,Account / Content Violations,Country,China,Harassment and Bullying,content_reports,31
2020-H1,Account / Content Violations,Country,China,Harassment and Bullying,content_enforced,4
2020-H1,Account / Content Violations,Country,China,Harassment and Bullying,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,China,Hate Speech,content_reports,16
2020-H1,Account / Content Violations,Country,China,Hate Speech,content_enforced,1
2020-H1,Account / Content Violations,Country,China,Hate Speech,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,China,Impersonation,content_reports,86
2020-H1,Account / Content Violations,Country,China,Impersonation,content_enforced,4
2020-H1,Account / Content Violations,Country,China,Impersonation,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,China,Regulated Goods,content_reports,11
2020-H1,Account / Content Violations,Country,China,Regulated Goods,content_enforced,2
2020-H1,Account / Content Violations,Country,China,Regulated Goods,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,China,Sexually Explicit Content,content_reports,246
2020-H1,Account / Content Violations,Country,China,Sexually Explicit Content,content_enforced,94
2020-H1,Account / Content Violations,Country,China,Sexually Explicit Content,unique_accounts_enforced,53
2020-H1,Account / Content Violations,Country,China,Spam,content_reports,83
2020-H1,Account / Content Violations,Country,China,Spam,content_enforced,8
2020-H1,Account / Content Violations,Country,China,Spam,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,China,Threatening / Violence / Harm,content_reports,76
2020-H1,Account / Content Violations,Country,China,Threatening / Violence / Harm,content_enforced,5
2020-H1,Account / Content Violations,Country,China,Threatening / Violence / Harm,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,Christmas Island,Impersonation,content_reports,1
2020-H1,Account / Content Violations,Country,Christmas Island,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Christmas Island,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Christmas Island,Sexually Explicit Content,content_reports,2
2020-H1,Account / Content Violations,Country,Christmas Island,Sexually Explicit Content,content_enforced,2
2020-H1,Account / Content Violations,Country,Christmas Island,Sexually Explicit Content,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Christmas Island,Threatening / Violence / Harm,content_reports,1
2020-H1,Account / Content Violations,Country,Christmas Island,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Christmas Island,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Colombia,Harassment and Bullying,content_reports,406
2020-H1,Account / Content Violations,Country,Colombia,Harassment and Bullying,content_enforced,68
2020-H1,Account / Content Violations,Country,Colombia,Harassment and Bullying,unique_accounts_enforced,56
2020-H1,Account / Content Violations,Country,Colombia,Hate Speech,content_reports,109
2020-H1,Account / Content Violations,Country,Colombia,Hate Speech,content_enforced,25
2020-H1,Account / Content Violations,Country,Colombia,Hate Speech,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Colombia,Impersonation,content_reports,1510
2020-H1,Account / Content Violations,Country,Colombia,Impersonation,content_enforced,24
2020-H1,Account / Content Violations,Country,Colombia,Impersonation,unique_accounts_enforced,15
2020-H1,Account / Content Violations,Country,Colombia,Regulated Goods,content_reports,155
2020-H1,Account / Content Violations,Country,Colombia,Regulated Goods,content_enforced,79
2020-H1,Account / Content Violations,Country,Colombia,Regulated Goods,unique_accounts_enforced,28
2020-H1,Account / Content Violations,Country,Colombia,Sexually Explicit Content,content_reports,18992
2020-H1,Account / Content Violations,Country,Colombia,Sexually Explicit Content,content_enforced,5890
2020-H1,Account / Content Violations,Country,Colombia,Sexually Explicit Content,unique_accounts_enforced,1376
2020-H1,Account / Content Violations,Country,Colombia,Spam,content_reports,425
2020-H1,Account / Content Violations,Country,Colombia,Spam,content_enforced,185
2020-H1,Account / Content Violations,Country,Colombia,Spam,unique_accounts_enforced,58
2020-H1,Account / Content Violations,Country,Colombia,Threatening / Violence / Harm,content_reports,396
2020-H1,Account / Content Violations,Country,Colombia,Threatening / Violence / Harm,content_enforced,54
2020-H1,Account / Content Violations,Country,Colombia,Threatening / Violence / Harm,unique_accounts_enforced,41
2020-H1,Account / Content Violations,Country,Comoros,Harassment and Bullying,content_reports,1
2020-H1,Account / Content Violations,Country,Comoros,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Comoros,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Comoros,Hate Speech,content_reports,4
2020-H1,Account / Content Violations,Country,Comoros,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Comoros,Impersonation,content_reports,13
2020-H1,Account / Content Violations,Country,Comoros,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Comoros,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Comoros,Sexually Explicit Content,content_reports,34
2020-H1,Account / Content Violations,Country,Comoros,Sexually Explicit Content,content_enforced,8
2020-H1,Account / Content Violations,Country,Comoros,Sexually Explicit Content,unique_accounts_enforced,8
2020-H1,Account / Content Violations,Country,Comoros,Spam,content_reports,5
2020-H1,Account / Content Violations,Country,Comoros,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Comoros,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Comoros,Threatening / Violence / Harm,content_reports,5
2020-H1,Account / Content Violations,Country,Comoros,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Comoros,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Harassment and Bullying,content_reports,17
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Harassment and Bullying,content_enforced,2
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Harassment and Bullying,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Hate Speech,content_reports,6
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Impersonation,content_reports,94
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Sexually Explicit Content,content_reports,292
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Sexually Explicit Content,content_enforced,134
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Sexually Explicit Content,unique_accounts_enforced,39
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Spam,content_reports,18
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Threatening / Violence / Harm,content_reports,47
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Threatening / Violence / Harm,content_enforced,11
2020-H1,Account / Content Violations,Country,Congo; Democratic Republic of (was Zaire),Threatening / Violence / Harm,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Harassment and Bullying,content_reports,4
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Hate Speech,content_reports,1
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Impersonation,content_reports,39
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Sexually Explicit Content,content_reports,90
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Sexually Explicit Content,content_enforced,17
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Sexually Explicit Content,unique_accounts_enforced,16
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Spam,content_reports,9
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Spam,content_enforced,2
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Threatening / Violence / Harm,content_reports,16
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Congo; People's Republic of,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Cook Islands,Harassment and Bullying,content_reports,1
2020-H1,Account / Content Violations,Country,Cook Islands,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Cook Islands,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Cook Islands,Impersonation,content_reports,3
2020-H1,Account / Content Violations,Country,Cook Islands,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Cook Islands,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Cook Islands,Sexually Explicit Content,content_reports,17
2020-H1,Account / Content Violations,Country,Cook Islands,Sexually Explicit Content,content_enforced,4
2020-H1,Account / Content Violations,Country,Cook Islands,Sexually Explicit Content,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Cook Islands,Spam,content_reports,2
2020-H1,Account / Content Violations,Country,Cook Islands,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Cook Islands,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Cook Islands,Threatening / Violence / Harm,content_reports,3
2020-H1,Account / Content Violations,Country,Cook Islands,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Cook Islands,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Costa Rica,Harassment and Bullying,content_reports,149
2020-H1,Account / Content Violations,Country,Costa Rica,Harassment and Bullying,content_enforced,23
2020-H1,Account / Content Violations,Country,Costa Rica,Harassment and Bullying,unique_accounts_enforced,23
2020-H1,Account / Content Violations,Country,Costa Rica,Hate Speech,content_reports,24
2020-H1,Account / Content Violations,Country,Costa Rica,Hate Speech,content_enforced,2
2020-H1,Account / Content Violations,Country,Costa Rica,Hate Speech,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Costa Rica,Impersonation,content_reports,605
2020-H1,Account / Content Violations,Country,Costa Rica,Impersonation,content_enforced,9
2020-H1,Account / Content Violations,Country,Costa Rica,Impersonation,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Costa Rica,Regulated Goods,content_reports,50
2020-H1,Account / Content Violations,Country,Costa Rica,Regulated Goods,content_enforced,15
2020-H1,Account / Content Violations,Country,Costa Rica,Regulated Goods,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Costa Rica,Sexually Explicit Content,content_reports,25172
2020-H1,Account / Content Violations,Country,Costa Rica,Sexually Explicit Content,content_enforced,2241
2020-H1,Account / Content Violations,Country,Costa Rica,Sexually Explicit Content,unique_accounts_enforced,606
2020-H1,Account / Content Violations,Country,Costa Rica,Spam,content_reports,86
2020-H1,Account / Content Violations,Country,Costa Rica,Spam,content_enforced,22
2020-H1,Account / Content Violations,Country,Costa Rica,Spam,unique_accounts_enforced,16
2020-H1,Account / Content Violations,Country,Costa Rica,Threatening / Violence / Harm,content_reports,151
2020-H1,Account / Content Violations,Country,Costa Rica,Threatening / Violence / Harm,content_enforced,19
2020-H1,Account / Content Violations,Country,Costa Rica,Threatening / Violence / Harm,unique_accounts_enforced,17
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Harassment and Bullying,content_reports,219
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Harassment and Bullying,content_enforced,11
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Harassment and Bullying,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Hate Speech,content_reports,59
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Hate Speech,content_enforced,2
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Hate Speech,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Impersonation,content_reports,539
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Regulated Goods,content_reports,76
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Regulated Goods,content_enforced,8
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Regulated Goods,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Sexually Explicit Content,content_reports,1834
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Sexually Explicit Content,content_enforced,577
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Sexually Explicit Content,unique_accounts_enforced,217
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Spam,content_reports,98
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Spam,content_enforced,14
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Spam,unique_accounts_enforced,8
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Threatening / Violence / Harm,content_reports,276
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Threatening / Violence / Harm,content_enforced,33
2020-H1,Account / Content Violations,Country,Cote d'Ivoire,Threatening / Violence / Harm,unique_accounts_enforced,19
2020-H1,Account / Content Violations,Country,Croatia,Harassment and Bullying,content_reports,556
2020-H1,Account / Content Violations,Country,Croatia,Harassment and Bullying,content_enforced,82
2020-H1,Account / Content Violations,Country,Croatia,Harassment and Bullying,unique_accounts_enforced,80
2020-H1,Account / Content Violations,Country,Croatia,Hate Speech,content_reports,130
2020-H1,Account / Content Violations,Country,Croatia,Hate Speech,content_enforced,10
2020-H1,Account / Content Violations,Country,Croatia,Hate Speech,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Croatia,Impersonation,content_reports,1695
2020-H1,Account / Content Violations,Country,Croatia,Impersonation,content_enforced,25
2020-H1,Account / Content Violations,Country,Croatia,Impersonation,unique_accounts_enforced,24
2020-H1,Account / Content Violations,Country,Croatia,Regulated Goods,content_reports,94
2020-H1,Account / Content Violations,Country,Croatia,Regulated Goods,content_enforced,9
2020-H1,Account / Content Violations,Country,Croatia,Regulated Goods,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Croatia,Sexually Explicit Content,content_reports,4659
2020-H1,Account / Content Violations,Country,Croatia,Sexually Explicit Content,content_enforced,1990
2020-H1,Account / Content Violations,Country,Croatia,Sexually Explicit Content,unique_accounts_enforced,1272
2020-H1,Account / Content Violations,Country,Croatia,Spam,content_reports,605
2020-H1,Account / Content Violations,Country,Croatia,Spam,content_enforced,71
2020-H1,Account / Content Violations,Country,Croatia,Spam,unique_accounts_enforced,36
2020-H1,Account / Content Violations,Country,Croatia,Threatening / Violence / Harm,content_reports,759
2020-H1,Account / Content Violations,Country,Croatia,Threatening / Violence / Harm,content_enforced,79
2020-H1,Account / Content Violations,Country,Croatia,Threatening / Violence / Harm,unique_accounts_enforced,76
2020-H1,Account / Content Violations,Country,Curacao,Harassment and Bullying,content_reports,33
2020-H1,Account / Content Violations,Country,Curacao,Harassment and Bullying,content_enforced,5
2020-H1,Account / Content Violations,Country,Curacao,Harassment and Bullying,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,Curacao,Impersonation,content_reports,65
2020-H1,Account / Content Violations,Country,Curacao,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Curacao,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Curacao,Regulated Goods,content_reports,3
2020-H1,Account / Content Violations,Country,Curacao,Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,Curacao,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Curacao,Sexually Explicit Content,content_reports,174
2020-H1,Account / Content Violations,Country,Curacao,Sexually Explicit Content,content_enforced,56
2020-H1,Account / Content Violations,Country,Curacao,Sexually Explicit Content,unique_accounts_enforced,31
2020-H1,Account / Content Violations,Country,Curacao,Spam,content_reports,6
2020-H1,Account / Content Violations,Country,Curacao,Spam,content_enforced,1
2020-H1,Account / Content Violations,Country,Curacao,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Curacao,Threatening / Violence / Harm,content_reports,18
2020-H1,Account / Content Violations,Country,Curacao,Threatening / Violence / Harm,content_enforced,5
2020-H1,Account / Content Violations,Country,Curacao,Threatening / Violence / Harm,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Cyprus,Harassment and Bullying,content_reports,35
2020-H1,Account / Content Violations,Country,Cyprus,Harassment and Bullying,content_enforced,5
2020-H1,Account / Content Violations,Country,Cyprus,Harassment and Bullying,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,Cyprus,Hate Speech,content_reports,5
2020-H1,Account / Content Violations,Country,Cyprus,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Cyprus,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Cyprus,Impersonation,content_reports,123
2020-H1,Account / Content Violations,Country,Cyprus,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Cyprus,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Cyprus,Regulated Goods,content_reports,37
2020-H1,Account / Content Violations,Country,Cyprus,Regulated Goods,content_enforced,19
2020-H1,Account / Content Violations,Country,Cyprus,Regulated Goods,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Cyprus,Sexually Explicit Content,content_reports,4540
2020-H1,Account / Content Violations,Country,Cyprus,Sexually Explicit Content,content_enforced,1380
2020-H1,Account / Content Violations,Country,Cyprus,Sexually Explicit Content,unique_accounts_enforced,195
2020-H1,Account / Content Violations,Country,Cyprus,Spam,content_reports,29
2020-H1,Account / Content Violations,Country,Cyprus,Spam,content_enforced,9
2020-H1,Account / Content Violations,Country,Cyprus,Spam,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,Cyprus,Threatening / Violence / Harm,content_reports,49
2020-H1,Account / Content Violations,Country,Cyprus,Threatening / Violence / Harm,content_enforced,5
2020-H1,Account / Content Violations,Country,Cyprus,Threatening / Violence / Harm,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Czech Republic,Harassment and Bullying,content_reports,342
2020-H1,Account / Content Violations,Country,Czech Republic,Harassment and Bullying,content_enforced,53
2020-H1,Account / Content Violations,Country,Czech Republic,Harassment and Bullying,unique_accounts_enforced,48
2020-H1,Account / Content Violations,Country,Czech Republic,Hate Speech,content_reports,83
2020-H1,Account / Content Violations,Country,Czech Republic,Hate Speech,content_enforced,11
2020-H1,Account / Content Violations,Country,Czech Republic,Hate Speech,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Czech Republic,Impersonation,content_reports,1177
2020-H1,Account / Content Violations,Country,Czech Republic,Impersonation,content_enforced,17
2020-H1,Account / Content Violations,Country,Czech Republic,Impersonation,unique_accounts_enforced,17
2020-H1,Account / Content Violations,Country,Czech Republic,Regulated Goods,content_reports,160
2020-H1,Account / Content Violations,Country,Czech Republic,Regulated Goods,content_enforced,41
2020-H1,Account / Content Violations,Country,Czech Republic,Regulated Goods,unique_accounts_enforced,29
2020-H1,Account / Content Violations,Country,Czech Republic,Sexually Explicit Content,content_reports,8825
2020-H1,Account / Content Violations,Country,Czech Republic,Sexually Explicit Content,content_enforced,3437
2020-H1,Account / Content Violations,Country,Czech Republic,Sexually Explicit Content,unique_accounts_enforced,1984
2020-H1,Account / Content Violations,Country,Czech Republic,Spam,content_reports,609
2020-H1,Account / Content Violations,Country,Czech Republic,Spam,content_enforced,61
2020-H1,Account / Content Violations,Country,Czech Republic,Spam,unique_accounts_enforced,51
2020-H1,Account / Content Violations,Country,Czech Republic,Threatening / Violence / Harm,content_reports,427
2020-H1,Account / Content Violations,Country,Czech Republic,Threatening / Violence / Harm,content_enforced,57
2020-H1,Account / Content Violations,Country,Czech Republic,Threatening / Violence / Harm,unique_accounts_enforced,47
2020-H1,Account / Content Violations,Country,Denmark,Harassment and Bullying,content_reports,3066
2020-H1,Account / Content Violations,Country,Denmark,Harassment and Bullying,content_enforced,601
2020-H1,Account / Content Violations,Country,Denmark,Harassment and Bullying,unique_accounts_enforced,496
2020-H1,Account / Content Violations,Country,Denmark,Hate Speech,content_reports,488
2020-H1,Account / Content Violations,Country,Denmark,Hate Speech,content_enforced,91
2020-H1,Account / Content Violations,Country,Denmark,Hate Speech,unique_accounts_enforced,85
2020-H1,Account / Content Violations,Country,Denmark,Impersonation,content_reports,5509
2020-H1,Account / Content Violations,Country,Denmark,Impersonation,content_enforced,88
2020-H1,Account / Content Violations,Country,Denmark,Impersonation,unique_accounts_enforced,84
2020-H1,Account / Content Violations,Country,Denmark,Regulated Goods,content_reports,907
2020-H1,Account / Content Violations,Country,Denmark,Regulated Goods,content_enforced,348
2020-H1,Account / Content Violations,Country,Denmark,Regulated Goods,unique_accounts_enforced,238
2020-H1,Account / Content Violations,Country,Denmark,Sexually Explicit Content,content_reports,26339
2020-H1,Account / Content Violations,Country,Denmark,Sexually Explicit Content,content_enforced,10363
2020-H1,Account / Content Violations,Country,Denmark,Sexually Explicit Content,unique_accounts_enforced,4011
2020-H1,Account / Content Violations,Country,Denmark,Spam,content_reports,1728
2020-H1,Account / Content Violations,Country,Denmark,Spam,content_enforced,204
2020-H1,Account / Content Violations,Country,Denmark,Spam,unique_accounts_enforced,170
2020-H1,Account / Content Violations,Country,Denmark,Threatening / Violence / Harm,content_reports,3523
2020-H1,Account / Content Violations,Country,Denmark,Threatening / Violence / Harm,content_enforced,744
2020-H1,Account / Content Violations,Country,Denmark,Threatening / Violence / Harm,unique_accounts_enforced,529
2020-H1,Account / Content Violations,Country,Djibouti,Harassment and Bullying,content_reports,11
2020-H1,Account / Content Violations,Country,Djibouti,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,Djibouti,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Djibouti,Hate Speech,content_reports,5
2020-H1,Account / Content Violations,Country,Djibouti,Hate Speech,content_enforced,1
